user_id,seq,type_seq
6773,"[49, 44, 258, 204, 174, 432, 187, 7]","[9, 9, 9, 9, 9, 9, 9, 5]"
2226,"[24, 5, 237, 118, 68, 28, 189, 285, 19, 12, 31, 250, 18, 74, 114, 26, 369]","[7, 1, 18, 14, 5, 7, 5, 17, 7, 7, 7, 8, 7, 11, 18, 7, 13]"
35417,"[46, 44, 24, 283, 348, 303, 230]","[15, 9, 7, 7, 7, 16, 6]"
51940,"[109, 59, 2, 45]","[2, 3, 2, 1]"
34136,"[640, 22, 88, 230, 439, 8]","[5, 11, 16, 6, 18, 5]"
53703,"[215, 166, 5, 230, 24, 37, 153, 168, 30, 19, 358, 55]","[12, 9, 1, 6, 7, 12, 1, 7, 12, 7, 6, 7]"
75823,"[120, 64, 30, 491]","[9, 12, 12, 12]"
6340,"[39, 152, 431, 288, 27, 68, 57, 117]","[12, 1, 1, 1, 7, 5, 5, 5]"
22031,"[168, 115, 16, 15]","[7, 9, 9, 7]"
41615,"[176, 23, 31, 15, 386, 55]","[7, 7, 7, 7, 13, 7]"
82008,"[230, 358, 130, 186]","[6, 6, 11, 11]"
58591,"[751, 750, 796, 113, 212, 63]","[13, 13, 5, 12, 6, 9]"
37275,"[244, 65, 269, 385, 250]","[9, 9, 7, 7, 8]"
62318,"[196, 5, 140, 203, 405, 372, 439, 236]","[9, 1, 19, 4, 4, 18, 18, 6]"
62325,"[236, 230, 434, 88]","[6, 6, 6, 16]"
51658,"[18, 20, 31, 12]","[7, 7, 7, 7]"
66183,"[296, 407, 287, 14]","[3, 3, 4, 8]"
57607,"[46, 143, 50, 172]","[15, 15, 7, 8]"
22652,"[49, 2, 15, 288]","[9, 2, 7, 1]"
55360,"[20, 15, 304, 180, 139, 13]","[7, 7, 7, 5, 15, 8]"
15074,"[369, 208, 814, 21, 243]","[13, 4, 13, 11, 10]"
8746,"[22, 122, 130, 47, 24, 15, 119, 19, 98, 131, 18, 149, 20, 55]","[11, 11, 11, 7, 7, 7, 8, 7, 7, 7, 7, 7, 7, 7]"
41228,"[283, 124, 22, 230, 28, 12]","[7, 12, 11, 6, 7, 7]"
52994,"[91, 183, 70, 171, 261]","[13, 10, 10, 17, 5]"
32597,"[55, 23, 149, 99, 137, 31, 145]","[7, 7, 7, 7, 7, 7, 7]"
6186,"[429, 47, 272, 18, 51, 241, 294, 535, 56, 131]","[7, 7, 7, 7, 7, 7, 7, 7, 7, 7]"
17084,"[793, 877, 820, 948]","[13, 13, 13, 13]"
20332,"[942, 873, 943, 944, 733, 950]","[13, 13, 13, 13, 13, 13]"
32722,"[329, 358, 22, 19, 98, 120, 27, 46]","[6, 6, 11, 7, 7, 9, 7, 15]"
32704,"[311, 5, 309, 109, 161, 246, 289, 228, 159, 13]","[4, 1, 5, 2, 8, 8, 4, 5, 5, 8]"
50441,"[207, 117, 572, 543, 361]","[5, 5, 5, 1, 5]"
2405,"[66, 283, 120, 123, 30]","[12, 7, 9, 12, 12]"
55905,"[123, 230, 283, 176, 68]","[12, 6, 7, 7, 5]"
61945,"[74, 22, 12, 56, 99]","[11, 11, 7, 7, 7]"
11445,"[339, 15, 12, 127, 411]","[3, 7, 7, 4, 2]"
4393,"[14, 52, 171, 565, 317, 379]","[8, 10, 17, 17, 4, 10]"
25663,"[18, 20, 269, 19]","[7, 7, 7, 7]"
58841,"[327, 115, 205, 22]","[9, 9, 3, 11]"
49194,"[207, 240, 361, 572, 117]","[5, 13, 5, 5, 5]"
6104,"[143, 174, 175, 49]","[15, 9, 7, 9]"
36470,"[893, 473, 361, 783]","[14, 18, 5, 14]"
13928,"[123, 358, 354, 175, 66, 24, 44, 18]","[12, 6, 12, 7, 12, 7, 9, 7]"
44503,"[374, 366, 398, 386, 416, 263]","[13, 19, 14, 13, 20, 19]"
57897,"[90, 211, 193, 91]","[9, 4, 4, 13]"
68828,"[30, 66, 15, 159]","[12, 12, 7, 5]"
38708,"[12, 31, 137, 429]","[7, 7, 7, 7]"
73392,"[79, 189, 90, 293, 4]","[1, 5, 9, 7, 4]"
4137,"[43, 12, 28, 15, 5]","[7, 7, 7, 7, 1]"
33503,"[179, 84, 559, 700, 741, 532, 531, 114, 439]","[7, 5, 3, 5, 5, 9, 9, 18, 18]"
64073,"[407, 162, 296, 55]","[3, 3, 3, 7]"
20754,"[942, 733, 944, 943, 873]","[13, 13, 13, 13, 13]"
19714,"[109, 516, 98, 19]","[2, 2, 7, 7]"
45965,"[207, 572, 220, 117, 240, 361]","[5, 5, 4, 5, 13, 5]"
77929,"[12, 449, 18, 132]","[7, 7, 7, 7]"
3900,"[138, 26, 174, 55, 22, 269]","[7, 7, 9, 7, 11, 7]"
8501,"[323, 2, 240, 28, 114, 182]","[4, 2, 13, 7, 18, 8]"
67929,"[12, 137, 132, 99]","[7, 7, 7, 7]"
15011,"[935, 311, 615, 7]","[19, 4, 4, 5]"
39830,"[120, 15, 63, 310, 141, 27]","[9, 7, 9, 9, 10, 7]"
4149,"[109, 43, 261, 2]","[2, 7, 5, 2]"
48369,"[207, 4, 572, 117, 361]","[5, 4, 5, 5, 5]"
65605,"[98, 347, 47, 19, 24, 156]","[7, 9, 7, 7, 7, 1]"
64940,"[109, 5, 516, 15, 12]","[2, 1, 2, 7, 7]"
4100,"[31, 12, 98, 55]","[7, 7, 7, 7]"
46946,"[13, 793, 947, 948, 949, 950, 826]","[8, 13, 13, 13, 13, 13, 13]"
81972,"[138, 15, 19, 12, 542]","[7, 7, 7, 7, 7]"
66777,"[23, 12, 18, 348, 207, 149, 230]","[7, 7, 7, 7, 5, 7, 6]"
17277,"[926, 379, 92, 519, 590]","[19, 10, 15, 1, 1]"
8926,"[345, 24, 90, 19, 138]","[9, 7, 9, 7, 7]"
43319,"[207, 543, 581, 361, 171]","[5, 1, 1, 5, 17]"
42597,"[211, 50, 170, 683]","[4, 7, 7, 14]"
66853,"[449, 28, 176, 454, 125, 19, 215, 30, 120, 66]","[7, 7, 7, 12, 12, 7, 12, 12, 9, 12]"
45614,"[30, 10, 177, 110]","[12, 6, 11, 12]"
48249,"[207, 117, 543, 572, 1, 361]","[5, 5, 1, 5, 1, 5]"
82112,"[19, 18, 12, 348, 47, 24, 168, 449]","[7, 7, 7, 7, 7, 7, 7, 7]"
81745,"[28, 7, 409, 13, 45]","[7, 5, 9, 8, 1]"
61959,"[50, 268, 13, 109]","[7, 9, 8, 2]"
5573,"[90, 52, 263, 428]","[9, 10, 19, 13]"
35445,"[950, 942, 733, 943, 944, 873]","[13, 13, 13, 13, 13, 13]"
7800,"[428, 153, 300, 109]","[13, 1, 1, 2]"
5915,"[261, 18, 99, 19, 159]","[5, 7, 7, 7, 5]"
66729,"[7, 246, 5, 58, 153, 133, 292, 449]","[5, 8, 1, 2, 1, 7, 5, 7]"
265,"[67, 110, 529, 289, 55, 15, 267]","[12, 12, 12, 4, 7, 7, 7]"
76594,"[45, 79, 373, 435, 417, 7, 154, 148, 519, 590]","[1, 1, 20, 9, 6, 5, 1, 5, 1, 1]"
2028,"[349, 138, 221, 280, 156]","[13, 7, 1, 10, 1]"
69643,"[29, 260, 292, 30, 39]","[12, 9, 5, 12, 12]"
218,"[36, 5, 43, 102, 1, 2, 238, 110, 30, 22, 74, 79, 156, 55, 519]","[11, 1, 7, 10, 1, 2, 11, 12, 12, 11, 11, 1, 1, 7, 1]"
20245,"[228, 311, 232, 407, 91, 460, 19, 121, 98, 178]","[5, 4, 5, 3, 13, 5, 7, 9, 7, 12]"
9262,"[98, 51, 50, 268, 55]","[7, 7, 7, 9, 7]"
55727,"[295, 370, 5, 4]","[17, 17, 1, 4]"
40591,"[926, 50, 683, 211, 170]","[19, 7, 14, 4, 7]"
51329,"[261, 353, 5, 140]","[5, 10, 1, 19]"
14329,"[369, 243, 311, 118]","[13, 10, 4, 14]"
64519,"[258, 22, 551, 583, 14, 12, 130, 418, 434, 230, 358, 66]","[9, 11, 6, 6, 8, 7, 11, 9, 6, 6, 6, 12]"
5098,"[36, 174, 177, 112]","[11, 9, 11, 9]"
65150,"[214, 163, 327, 4, 30]","[9, 9, 9, 4, 12]"
5996,"[15, 44, 315, 143, 52, 393, 110, 132]","[7, 9, 9, 15, 10, 15, 12, 7]"
46529,"[379, 92, 207, 926, 361, 140, 288]","[10, 15, 5, 19, 5, 19, 1]"
19832,"[136, 99, 348, 129, 42, 31, 175, 385]","[17, 7, 7, 7, 7, 7, 7, 7]"
46917,"[325, 793, 948, 820, 877]","[4, 13, 13, 13, 13]"
39194,"[148, 4, 127, 309, 15]","[5, 4, 4, 5, 7]"
8306,"[22, 122, 5, 270, 21, 278, 148, 189, 7, 439, 372, 604]","[11, 11, 1, 5, 11, 1, 5, 5, 5, 18, 18, 5]"
16880,"[111, 143, 49, 518]","[9, 15, 9, 15]"
50057,"[207, 1, 117, 572, 543, 361]","[5, 1, 5, 5, 1, 5]"
63346,"[232, 94, 421, 545, 32, 221, 263, 140]","[5, 3, 17, 17, 13, 1, 19, 19]"
16218,"[188, 609, 58, 105]","[21, 22, 2, 5]"
3288,"[59, 141, 228, 424, 117, 7, 247, 438]","[3, 10, 5, 4, 5, 5, 4, 4]"
4391,"[14, 339, 273, 88]","[8, 3, 20, 16]"
1994,"[289, 311, 185, 301, 128, 17]","[4, 4, 10, 9, 1, 10]"
65459,"[22, 358, 150, 88]","[11, 6, 6, 16]"
24859,"[950, 873, 944, 942, 943, 733]","[13, 13, 13, 13, 13, 13]"
17939,"[379, 926, 923, 240, 91]","[10, 19, 19, 13, 13]"
5483,"[109, 187, 77, 516, 15, 201]","[2, 9, 1, 2, 7, 1]"
32800,"[12, 386, 27, 63, 141, 148, 456]","[7, 13, 7, 9, 10, 5, 1]"
62297,"[152, 15, 184, 237, 201]","[1, 7, 18, 18, 1]"
38836,"[171, 63, 194, 13]","[17, 9, 17, 8]"
61006,"[176, 617, 492, 348, 13, 138, 166, 28, 47, 293, 283, 113, 15, 304, 27, 42, 24, 131, 178, 354, 342, 23, 22, 123, 122, 491, 18, 139, 98, 316, 67, 637]","[7, 11, 11, 7, 8, 7, 9, 7, 7, 7, 7, 12, 7, 7, 7, 7, 7, 7, 12, 12, 10, 7, 11, 12, 11, 12, 7, 15, 7, 3, 12, 12]"
69453,"[5, 611, 109, 153]","[1, 19, 2, 1]"
2930,"[273, 573, 165, 646, 574, 373, 416, 189, 250, 342, 68, 246, 5, 164, 158]","[20, 14, 20, 20, 8, 20, 20, 5, 8, 10, 5, 8, 1, 20, 8]"
34848,"[143, 109, 180, 516, 221, 5]","[15, 2, 5, 2, 1, 1]"
58354,"[19, 15, 12, 241, 47]","[7, 7, 7, 7, 7]"
20769,"[942, 733, 944, 873, 943]","[13, 13, 13, 13, 13]"
54101,"[118, 189, 5, 109, 139, 325]","[14, 5, 1, 2, 15, 4]"
7776,"[410, 531, 470, 7]","[6, 9, 9, 5]"
71196,"[449, 199, 45, 138]","[7, 1, 1, 7]"
58272,"[138, 5, 263, 46, 367]","[7, 1, 19, 15, 19]"
2553,"[78, 465, 463, 21, 556]","[13, 13, 5, 11, 13]"
78972,"[301, 222, 201, 221, 196, 34]","[9, 19, 1, 1, 9, 1]"
61175,"[18, 19, 20, 436, 98]","[7, 7, 7, 10, 7]"
34397,"[5, 13, 144, 119, 171, 250, 32, 109, 73, 76, 445, 174, 142, 172, 505]","[1, 8, 15, 8, 17, 8, 13, 2, 11, 3, 10, 9, 15, 8, 5]"
4246,"[96, 12, 30, 22, 66, 18, 348, 24, 55]","[5, 7, 12, 11, 12, 7, 7, 7, 7]"
32370,"[826, 950, 942, 793, 948, 947, 949, 733, 943, 944, 873]","[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13]"
26247,"[449, 138, 330, 74, 617, 433, 130]","[7, 7, 7, 11, 11, 16, 11]"
23218,"[793, 948, 820, 877]","[13, 13, 13, 13]"
42878,"[372, 207, 343, 439]","[18, 5, 7, 18]"
35077,"[820, 877, 948, 793]","[13, 13, 13, 13]"
33435,"[640, 12, 123, 44, 531, 114, 179, 532, 439]","[5, 7, 12, 9, 9, 18, 7, 9, 18]"
72058,"[439, 108, 292, 22, 133, 96, 176, 221, 449, 207, 45, 13]","[18, 8, 5, 11, 7, 5, 7, 1, 7, 5, 1, 8]"
3668,"[450, 146, 143, 288]","[9, 15, 15, 1]"
14255,"[220, 935, 927, 369, 268]","[4, 19, 2, 13, 9]"
72305,"[23, 22, 356, 15, 18]","[7, 11, 7, 7, 7]"
22613,"[196, 301, 431, 308, 231]","[9, 9, 1, 2, 5]"
26278,"[194, 261, 90, 408, 141, 21, 14]","[17, 5, 9, 3, 10, 11, 8]"
69077,"[123, 108, 211, 350, 283]","[12, 8, 4, 7, 7]"
66389,"[189, 141, 9, 246]","[5, 10, 3, 8]"
20204,"[793, 948, 947, 949, 942, 733, 943, 873, 944]","[13, 13, 13, 13, 13, 13, 13, 13, 13]"
6617,"[230, 358, 15, 138]","[6, 6, 7, 7]"
50349,"[283, 44, 230, 348, 358, 177, 120, 182, 74]","[7, 9, 6, 7, 6, 11, 9, 8, 11]"
24086,"[793, 948, 947, 949, 942, 733, 943, 944, 873]","[13, 13, 13, 13, 13, 13, 13, 13, 13]"
49957,"[171, 15, 18, 20]","[17, 7, 7, 7]"
67072,"[2, 157, 32, 88]","[2, 2, 13, 16]"
2433,"[113, 378, 37, 121, 90]","[12, 12, 12, 9, 9]"
2232,"[138, 386, 24, 230, 132]","[7, 13, 7, 6, 7]"
48693,"[12, 55, 230, 236, 358, 130, 122, 23, 5, 10, 30, 126, 215]","[7, 7, 6, 6, 6, 11, 11, 7, 1, 6, 12, 11, 12]"
26586,"[45, 46, 79, 5, 677]","[1, 15, 1, 1, 1]"
24452,"[73, 66, 215, 12, 15, 138, 132, 149, 30, 5, 334, 439]","[11, 12, 12, 7, 7, 7, 7, 7, 12, 1, 1, 18]"
19561,"[793, 820, 877, 948]","[13, 13, 13, 13]"
82004,"[125, 66, 30, 491]","[12, 12, 12, 12]"
74289,"[133, 90, 13, 317]","[7, 9, 8, 4]"
82414,"[174, 10, 20, 266, 47]","[9, 6, 7, 4, 7]"
47016,"[207, 27, 288, 361]","[5, 7, 1, 5]"
50916,"[18, 20, 19, 55, 47]","[7, 7, 7, 7, 7]"
54057,"[151, 59, 516, 68, 189, 58, 268, 280, 255, 55, 147, 159, 18, 610]","[17, 3, 2, 5, 5, 2, 9, 10, 5, 7, 5, 5, 7, 4]"
40252,"[315, 123, 146, 642]","[9, 12, 15, 2]"
4070,"[192, 203, 70, 311, 392, 319, 102, 21, 185, 228, 97, 237, 127]","[10, 4, 10, 4, 10, 10, 10, 11, 10, 5, 3, 18, 4]"
36751,"[27, 281, 176, 28, 68, 385, 197, 304]","[7, 15, 7, 7, 5, 7, 9, 7]"
12014,"[9, 647, 67, 91]","[3, 7, 12, 13]"
7783,"[33, 3, 57, 45, 106, 159]","[6, 3, 5, 1, 5, 5]"
61014,"[7, 76, 40, 70, 88, 421, 280, 141]","[5, 3, 14, 10, 16, 17, 10, 10]"
49940,"[15, 27, 91, 90]","[7, 7, 13, 9]"
22567,"[942, 733, 943, 873, 944]","[13, 13, 13, 13, 13]"
63050,"[16, 64, 49, 178, 347, 314]","[9, 12, 9, 12, 9, 9]"
8661,"[561, 62, 61, 138, 325, 287, 68, 176, 1, 109, 15]","[5, 5, 5, 7, 4, 4, 5, 7, 1, 2, 7]"
21383,"[21, 15, 74, 30, 641, 526]","[11, 7, 11, 12, 12, 11]"
28596,"[90, 265, 23, 241]","[9, 9, 7, 7]"
73323,"[360, 531, 122, 33, 214, 44, 146, 143]","[16, 9, 11, 6, 9, 9, 15, 15]"
67625,"[16, 35, 230, 33]","[9, 12, 6, 6]"
33887,"[123, 138, 16, 18, 230, 434, 12, 31, 132, 439, 8]","[12, 7, 9, 7, 6, 6, 7, 7, 7, 18, 5]"
23517,"[942, 733, 943, 944, 873]","[13, 13, 13, 13, 13]"
73204,"[466, 184, 469, 280, 106, 189]","[5, 18, 5, 10, 5, 5]"
68522,"[109, 79, 1, 153, 220, 14, 55, 317, 45, 221, 15]","[2, 1, 1, 1, 4, 8, 7, 4, 1, 1, 7]"
65760,"[106, 172, 439, 20]","[5, 8, 18, 7]"
20580,"[793, 820, 877, 948]","[13, 13, 13, 13]"
36846,"[27, 176, 330, 90, 120, 123, 63, 336, 167, 33, 64, 30]","[7, 7, 7, 9, 9, 12, 9, 9, 12, 6, 12, 12]"
51270,"[205, 12, 143, 46, 42]","[3, 7, 15, 15, 7]"
29839,"[109, 50, 86, 136, 140]","[2, 7, 1, 17, 19]"
6566,"[27, 203, 42, 269, 14, 98, 19, 97, 67]","[7, 4, 7, 7, 8, 7, 7, 3, 12]"
23239,"[24, 43, 15, 5]","[7, 7, 7, 1]"
22126,"[358, 16, 96, 120, 30]","[6, 9, 5, 9, 12]"
29980,"[270, 226, 68, 70, 121, 150, 18, 12, 47, 283, 19, 348, 176, 177, 15, 55]","[5, 5, 5, 10, 9, 6, 7, 7, 7, 7, 7, 7, 7, 11, 7, 7]"
60314,"[180, 120, 329, 112, 310]","[5, 9, 6, 9, 9]"
43623,"[12, 22, 230, 149]","[7, 11, 6, 7]"
3098,"[91, 109, 32, 200, 193]","[13, 2, 13, 4, 4]"
43558,"[207, 117, 572, 4, 361]","[5, 5, 5, 4, 5]"
67533,"[40, 151, 88, 360]","[14, 17, 16, 16]"
24545,"[138, 168, 19, 18, 98]","[7, 7, 7, 7, 7]"
78080,"[561, 562, 61, 1261]","[5, 5, 5, 5]"
46397,"[1, 543, 117, 572, 361, 207]","[1, 1, 5, 5, 5, 5]"
29810,"[143, 258, 139, 63, 445, 44, 33, 123, 119, 29, 120, 159, 114, 315, 174, 317, 160, 469, 698]","[15, 9, 15, 9, 10, 9, 6, 12, 8, 12, 9, 5, 18, 9, 9, 4, 4, 5, 11]"
27299,"[233, 138, 74, 304, 47, 19, 11, 129, 638]","[7, 7, 11, 7, 7, 7, 7, 7, 7]"
67268,"[13, 85, 172, 292]","[8, 4, 8, 5]"
8521,"[2, 211, 77, 246, 5, 288, 344, 446, 161]","[2, 4, 1, 8, 1, 1, 5, 5, 8]"
41651,"[2, 33, 524, 516, 123, 252, 12]","[2, 6, 7, 2, 12, 8, 7]"
64385,"[434, 283, 12, 385, 98, 176]","[6, 7, 7, 7, 7, 7]"
33541,"[179, 84, 700, 559, 568, 439]","[7, 5, 5, 3, 23, 18]"
48406,"[207, 240, 572, 220, 117, 361]","[5, 13, 5, 4, 5, 5]"
33638,"[640, 22, 139, 283, 66, 162, 439]","[5, 11, 15, 7, 12, 3, 18]"
47043,"[207, 117, 572, 4, 361]","[5, 5, 5, 4, 5]"
58850,"[15, 231, 42, 47, 542]","[7, 5, 7, 7, 7]"
41418,"[62, 60, 1045, 880]","[5, 1, 5, 5]"
2447,"[18, 20, 19, 231]","[7, 7, 7, 5]"
28206,"[950, 826, 942, 733, 943, 948, 793, 947, 949, 873]","[13, 13, 13, 13, 13, 13, 13, 13, 13, 13]"
17328,"[15, 311, 189, 172, 12, 1, 153, 119, 117, 155]","[7, 4, 5, 8, 7, 1, 1, 8, 5, 1]"
14150,"[118, 47, 246, 139, 45]","[14, 7, 8, 15, 1]"
56468,"[24, 47, 19, 98, 18]","[7, 7, 7, 7, 7]"
31049,"[12, 42, 18, 23, 31, 91, 349, 50, 13, 138, 19, 170, 56]","[7, 7, 7, 7, 7, 13, 13, 7, 8, 7, 7, 7, 7]"
77066,"[12, 31, 99, 131, 28, 177]","[7, 7, 7, 7, 7, 11]"
40039,"[68, 151, 123, 426, 243, 133]","[5, 17, 12, 17, 10, 7]"
36712,"[171, 297, 70, 228, 140]","[17, 8, 10, 5, 19]"
44920,"[5, 143, 200, 199]","[1, 15, 4, 1]"
45541,"[207, 926, 543, 1, 361, 572]","[5, 19, 1, 1, 5, 5]"
55314,"[57, 203, 211, 359, 59]","[5, 4, 4, 5, 3]"
20421,"[793, 948, 947, 949, 942, 733, 944, 943, 873]","[13, 13, 13, 13, 13, 13, 13, 13, 13]"
39200,"[113, 12, 283, 121, 38, 130, 66]","[12, 7, 7, 9, 9, 11, 12]"
36794,"[90, 91, 34, 199, 57, 268, 12, 23, 516, 325, 66, 30, 79, 159, 7, 349]","[9, 13, 1, 1, 5, 9, 7, 7, 2, 4, 12, 12, 1, 5, 5, 13]"
26745,"[49, 177, 264, 150, 214, 13, 250, 172]","[9, 11, 9, 6, 9, 8, 8, 8]"
14242,"[118, 220, 814, 311, 615]","[14, 4, 13, 4, 4]"
14016,"[102, 14, 449, 74, 148]","[10, 8, 7, 11, 5]"
5868,"[170, 15, 47, 429]","[7, 7, 7, 7]"
58331,"[68, 185, 211, 90]","[5, 10, 4, 9]"
80125,"[989, 810, 813, 990, 808, 809, 988]","[19, 8, 19, 5, 19, 11, 1]"
30924,"[793, 820, 877, 948]","[13, 13, 13, 13]"
71278,"[120, 115, 166, 231, 459, 516, 155, 204]","[9, 9, 9, 5, 13, 2, 1, 9]"
51757,"[139, 91, 32, 386]","[15, 13, 13, 13]"
36445,"[120, 176, 477, 315, 63, 127, 307, 123, 276, 371, 449, 12, 19]","[9, 7, 9, 9, 9, 4, 9, 12, 9, 5, 7, 7, 7]"
35303,"[942, 733, 943, 944, 873]","[13, 13, 13, 13, 13]"
29936,"[826, 950, 793, 948, 949, 947, 943, 944, 873, 733]","[13, 13, 13, 13, 13, 13, 13, 13, 13, 13]"
30498,"[947, 949, 948, 793, 942, 733, 873, 943, 944]","[13, 13, 13, 13, 13, 13, 13, 13, 13]"
45317,"[207, 572, 117, 361, 4]","[5, 5, 5, 5, 4]"
7999,"[19, 43, 47, 261, 57, 68, 143, 20, 50, 55, 42, 138, 11, 18]","[7, 7, 7, 5, 5, 5, 15, 7, 7, 7, 7, 7, 7, 7]"
46819,"[207, 361, 91, 220, 240, 117, 572]","[5, 5, 13, 4, 13, 5, 5]"
21135,"[18, 55, 51, 122]","[7, 7, 7, 11]"
36783,"[345, 192, 206, 189, 250]","[9, 10, 18, 5, 8]"
24184,"[942, 733, 943, 944, 873]","[13, 13, 13, 13, 13]"
22863,"[23, 215, 42, 55]","[7, 12, 7, 7]"
70463,"[21, 42, 387, 14]","[11, 7, 9, 8]"
34756,"[949, 947, 793, 948, 942, 943, 733, 944, 873]","[13, 13, 13, 13, 13, 13, 13, 13, 13]"
14202,"[577, 46, 623, 777]","[9, 15, 1, 3]"
35467,"[12, 99, 27, 55, 74]","[7, 7, 7, 7, 11]"
40044,"[132, 137, 283, 138, 12, 31, 30, 56, 99, 120]","[7, 7, 7, 7, 7, 7, 12, 7, 7, 9]"
49267,"[52, 171, 143, 364]","[10, 17, 15, 17]"
25750,"[166, 13, 178, 7, 94]","[9, 8, 12, 5, 3]"
7983,"[112, 175, 16, 55]","[9, 7, 9, 7]"
63571,"[372, 516, 141, 156, 393, 139, 232]","[18, 2, 10, 1, 15, 15, 5]"
4267,"[516, 240, 246, 13]","[2, 13, 8, 8]"
18449,"[52, 14, 200, 192]","[10, 8, 4, 10]"
3866,"[12, 138, 33, 24, 37, 358, 88]","[7, 7, 6, 7, 12, 6, 16]"
49502,"[4, 117, 572, 361]","[4, 5, 5, 5]"
42591,"[581, 543, 188, 361, 207]","[1, 1, 21, 5, 5]"
40629,"[151, 171, 551, 230, 283, 133, 13, 371]","[17, 17, 6, 6, 7, 7, 8, 5]"
38975,"[139, 91, 43, 109]","[15, 13, 7, 2]"
62827,"[315, 109, 5, 342]","[9, 2, 1, 10]"
34568,"[5, 23, 43, 143, 27, 19, 18, 137, 132, 348, 59, 74]","[1, 7, 7, 15, 7, 7, 7, 7, 7, 7, 3, 11]"
15611,"[615, 369, 618, 208, 814]","[4, 13, 4, 4, 13]"
45358,"[207, 117, 572, 4, 361]","[5, 5, 5, 4, 5]"
81940,"[45, 65, 90, 521]","[1, 9, 9, 11]"
50552,"[22, 329, 583, 241]","[11, 6, 6, 7]"
1562,"[43, 293, 26, 55, 50, 221, 18, 159]","[7, 7, 7, 7, 7, 1, 7, 5]"
20735,"[793, 947, 949, 948, 942, 733, 944, 943, 873]","[13, 13, 13, 13, 13, 13, 13, 13, 13]"
33229,"[532, 531, 214, 84, 741, 559, 439, 8]","[9, 9, 9, 5, 5, 3, 18, 5]"
38881,"[230, 236, 10, 358, 532, 551]","[6, 6, 6, 6, 9, 6]"
60538,"[193, 57, 127, 159]","[4, 5, 4, 5]"
62914,"[5, 573, 16, 35, 15, 99, 25, 347, 55, 2, 22]","[1, 14, 9, 12, 7, 7, 7, 9, 7, 2, 11]"
78001,"[7, 411, 57, 188, 318]","[5, 2, 5, 21, 21]"
28585,"[793, 948, 947, 949, 942, 733, 943, 944, 873]","[13, 13, 13, 13, 13, 13, 13, 13, 13]"
7822,"[47, 18, 269, 265, 31, 343]","[7, 7, 7, 9, 7, 7]"
23784,"[793, 820, 877, 948]","[13, 13, 13, 13]"
34018,"[640, 123, 230, 24]","[5, 12, 6, 7]"
51494,"[109, 228, 18, 15, 189, 5, 182, 319, 185]","[2, 5, 7, 7, 5, 1, 8, 10, 10]"
38338,"[26, 356, 51, 268]","[7, 7, 7, 9]"
70960,"[15, 354, 30, 113]","[7, 12, 12, 12]"
12183,"[9, 647, 445, 91]","[3, 7, 10, 13]"
21327,"[949, 947, 948, 793, 942, 733, 943, 944, 873]","[13, 13, 13, 13, 13, 13, 13, 13, 13]"
29456,"[826, 950, 948, 947, 949, 873, 942, 733, 943, 944]","[13, 13, 13, 13, 13, 13, 13, 13, 13, 13]"
60139,"[18, 4, 385, 356, 176, 9, 3, 231, 390, 20, 185, 449]","[7, 4, 7, 7, 7, 3, 3, 5, 17, 7, 10, 7]"
7263,"[573, 88, 303, 118]","[14, 16, 16, 14]"
45683,"[207, 117, 4, 572, 361]","[5, 5, 4, 5, 5]"
20231,"[56, 300, 22, 166, 336, 15, 212, 30, 358, 21]","[7, 1, 11, 9, 9, 7, 6, 12, 6, 11]"
67600,"[96, 106, 76, 140]","[5, 5, 3, 19]"
62089,"[387, 15, 13, 172, 14]","[9, 7, 8, 8, 8]"
38534,"[913, 838, 177, 914]","[8, 12, 11, 10]"
60899,"[63, 176, 22, 230, 123, 457]","[9, 7, 11, 6, 12, 5]"
46908,"[43, 15, 176, 22]","[7, 7, 7, 11]"
74883,"[22, 123, 122, 230, 434, 130, 784]","[11, 12, 11, 6, 6, 11, 11]"
6898,"[19, 47, 99, 132, 170, 198]","[7, 7, 7, 7, 7, 17]"
37222,"[109, 91, 288, 49, 112, 27]","[2, 13, 1, 9, 9, 7]"
32510,"[950, 826, 793, 948, 947, 949, 942, 733, 943, 944, 873]","[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13]"
17790,"[942, 733, 943, 944, 873]","[13, 13, 13, 13, 13]"
17633,"[793, 820, 877, 948]","[13, 13, 13, 13]"
50100,"[19, 98, 330, 283]","[7, 7, 7, 7]"
66206,"[66, 358, 130, 166]","[12, 6, 11, 9]"
45210,"[139, 157, 109, 3]","[15, 2, 2, 3]"
5181,"[13, 68, 207, 141, 15, 74]","[8, 5, 5, 10, 7, 11]"
70710,"[516, 141, 231, 13, 20]","[2, 10, 5, 8, 7]"
47058,"[176, 171, 193, 118, 211, 128]","[7, 17, 4, 14, 4, 1]"
4485,"[230, 358, 434, 551]","[6, 6, 6, 6]"
27465,"[148, 19, 261, 175, 131, 47, 139, 138, 58, 32, 289, 170, 91, 15, 297, 14, 28, 69, 27, 51, 92, 55]","[5, 7, 5, 7, 7, 7, 15, 7, 2, 13, 4, 7, 13, 7, 8, 8, 7, 7, 7, 7, 15, 7]"
55052,"[12, 236, 55, 137]","[7, 6, 7, 7]"
76530,"[133, 617, 22, 141]","[7, 11, 11, 10]"
